V_hub,cp_rotor,mech_out_rotor,power_gen,omega,pitch
14.575757575757576,0.22541517743871087,10639287.449468575,10639995.517817246,1.0254142668242585,9.954831068307287
14.818181818181818,0.21453234845163344,10639311.481763355,10639995.676231291,1.0254178499026847,10.343225426493198
15.06060606060606,0.20435741494077583,10640296.398643006,10640001.861738969,1.0254185793410469,10.720368214269737
15.303030303030303,0.19480289948423166,10640541.024034174,10640003.398927078,1.0254178609126126,11.087660917352233
15.545454545454547,0.18583644086461582,10640869.915900985,10640005.470922107,1.02541642188984,11.44604332763329
15.787878787878789,0.17740472778871655,10640756.836446462,10640004.766056046,1.0254143784964524,11.796244232178362
16.03030303030303,0.16943413035299842,10638051.131288012,10639987.741673857,1.0254168059671316,12.139528453621862
16.272727272727273,0.16200723970322672,10640240.368588677,10640001.510642517,1.0254188281813723,12.476043820009792
16.515151515151516,0.15498150839453093,10640537.08460788,10640003.373765869,1.0254185759152223,12.806451902489027
16.757575757575758,0.14835760477747767,10640924.612377556,10640005.813007455,1.0254172939778112,13.131171633419681
17.0,0.14210731992741485,10641410.386565614,10640008.885137266,1.0254148176128615,13.450680623435368
17.242424242424242,0.13615066292193068,10637773.004810246,10639985.986840997,1.0254153281318936,13.765515429960326
17.484848484848484,0.1305949387789813,10640154.765247572,10640000.974591848,1.0254190136329948,14.075712071529088
17.727272727272727,0.12531455536199496,10640530.35810446,10640003.331689073,1.0254189081414797,14.381593963547221
17.96969696969697,0.12031514843589552,10640904.626758149,10640005.685631195,1.0254181473857829,14.683387617359582
18.21212121212121,0.11558216420373431,10641635.946339073,10640010.30236974,1.0254157794442529,14.981312952682474
18.454545454545453,0.11104918463276328,10638034.91593282,10639987.63639492,1.0254140362353863,15.275844641448755
18.6969696969697,0.10680405750649957,10639896.501452142,10639999.355660828,1.025419271350901,15.567020634112763
18.93939393939394,0.10276118331179734,10640531.163882237,10640003.337621825,1.0254193363275081,15.854816768927956
19.181818181818183,0.09891737160640053,10640887.639890386,10640005.577928828,1.0254186745562779,16.139475381433172
19.424242424242426,0.09526683162736409,10641674.470311182,10640010.539284073,1.0254168673096482,16.421136812051476
19.666666666666668,0.09176434339565977,10639034.353244713,10639993.922972336,1.0254132285862465,16.700027873291976
19.90909090909091,0.08845337641825882,10639094.915058695,10639994.322683515,1.0254191112605129,16.976497515512257
20.151515151515152,0.08531025354428853,10640458.151341936,10640002.881641272,1.0254200164926957,17.250055296421305
20.393939393939394,0.0823072558846354,10640878.262583956,10640005.519214086,1.0254193147976085,17.521138082947537
20.636363636363637,0.07944645485739077,10641675.643314742,10640010.541259946,1.025417700372347,17.789690616879557
20.87878787878788,0.07670828733813198,10641285.898347633,10640008.104783012,1.0254134876627587,18.055935086124325
21.12121212121212,0.07406874906077664,10637204.377992585,10639982.407120781,1.025417748120163,18.320328679771517
21.363636363636363,0.07159761534916624,10640451.78570025,10640002.84479574,1.0254205763658737,18.582252962336
21.606060606060606,0.06921712017755238,10640848.873574464,10640005.33637087,1.025420337926998,18.84210882673589
21.848484848484848,0.06694369194131299,10641665.74364752,10640010.475263651,1.0254187980182636,19.099810444502292
22.09090909090909,0.06477159862530744,10642933.788316714,10640018.510367963,1.0254144888181582,19.355448139620496
22.333333333333336,0.06264759108267731,10636555.222183598,10639978.297587024,1.0254153747310397,19.609563395151934
22.575757575757578,0.060672617382233486,10640344.964459466,10640002.17947132,1.0254211611242139,19.861693118491903
22.81818181818182,0.05876207062082461,10640846.51150489,10640005.324803323,1.0254209740493847,20.111934211780987
23.060606060606062,0.05693213304503423,10641567.038318234,10640009.852719396,1.0254200045118478,20.360358153389907
23.303030303030305,0.055182979470026434,10643349.518281749,10640021.122414641,1.0254162218156047,20.60696630103852
23.545454545454547,0.053465041741907485,10637195.128828486,10639982.33362283,1.0254132312835214,20.852176875314687
23.78787878787879,0.05186103947147122,10640066.6124393,10640000.439412188,1.0254210911260608,21.095864288587318
24.03030303030303,0.05031103958220091,10640866.942249915,10640005.458200073,1.0254215411538006,21.337768774786813
24.272727272727273,0.04882180907235755,10641566.801536176,10640009.852140216,1.0254209927915592,21.57811151538113
24.515151515151516,0.047395118888462436,10643227.399522215,10640020.332429934,1.025418033266273,21.81681024213631
24.757575757575758,0.045996935110355595,10638716.194459042,10639991.918815421,1.0254120419462995,22.054137955283014
25.0,0.04467405158106902,10639258.141397204,10639995.367822455,1.0254203674831426,22.290341167097147
